section,token,section_count,overall_count
stars,otchodar,1,2
stars,otchor,1,18
stars,otchy,4,48
stars,otdady,1,1
stars,oteaiin,2,2
stars,oteain,1,1
stars,oteal,6,6
stars,otear,2,4
stars,otech,1,1
stars,otechdy,3,5
stars,otechedy,1,1
stars,otecheedy,1,1
stars,otechshy,1,1
stars,otechy,2,4
stars,otedaiin,1,3
stars,otedain,2,2
stars,otedal,3,4
stars,otedam,2,3
stars,otedar,8,11
stars,otedy,60,155
stars,oteeal,1,2
stars,oteeam,2,2
stars,oteechy,1,1
stars,oteed,6,8
stars,oteedain,2,2
stars,oteedal,2,2
stars,oteedar,1,3
stars,oteedchey,1,1
stars,oteedy,60,100
stars,oteeedchey,1,1
stars,oteeedy,2,3
stars,oteeeos,1,1
stars,oteeey,8,8
stars,oteeg,1,1
stars,oteeo,8,12
stars,oteeodl,1,1
stars,oteeody,4,11
stars,oteeol,4,9
stars,oteeolchor,1,1
stars,oteeolkeey,1,1
stars,oteeos,2,10
stars,oteeosy,1,2
stars,otees,1,10
stars,oteesal,1,1
stars,oteey,63,140
stars,oteeykshy,1,1
stars,oteo,5,13
stars,oteodaiin,1,8
stars,oteodair,1,1
stars,oteodar,1,7
stars,oteodl,1,1
stars,oteodo,1,1
stars,oteody,8,39
stars,oteoin,1,1
stars,oteol,10,42
stars,oteolair,1,1
stars,oteor,5,12
stars,oteos,1,29
stars,oteoy,1,1
stars,otes,1,5
stars,oteshy,1,1
stars,otey,15,57
stars,oteys,1,1
stars,otiiin,1,1
stars,otiir,1,1
stars,otkchedy,1,1
stars,otl,1,1
stars,otlaiin,1,1
stars,otlchdain,1,1
stars,otleey,1,1
stars,oto,2,10
stars,otodaiin,1,5
stars,otodal,1,2
stars,otodchy,1,1
stars,otody,3,14
stars,otoiin,1,3
stars,otoiis,1,1
stars,otokal,1,1
stars,otokcho,1,1
stars,otokeedy,1,1
stars,otol,13,86
stars,otoly,1,11
stars,otom,1,1
stars,otor,9,46
stars,otorsheey,1,1
stars,otos,2,4
stars,ototar,1,1
stars,otoy,1,3
stars,otoydy,1,1
stars,otshedy,6,13
stars,otsheody,1,1
stars,otshes,1,1
stars,otshsaiin,1,1
stars,oty,23,115
stars,otychey,1,1
stars,otyd,1,1
stars,oxar,1,1
stars,oxor,1,1
stars,oy,4,7
stars,padar,1,1
stars,paichy,1,1
stars,paiin,3,8
stars,paiinody,1,1
stars,paiir,2,2
stars,pair,1,2
stars,pairain,1,1
stars,pairar,2,2
stars,pairody,1,1
stars,pal,2,2
stars,palar,1,1
stars,palchar,1,1
stars,palkeedy,1,1
stars,palshsar,1,1
stars,par,1,5
stars,paradam,1,1
stars,parair,1,1
stars,pchal,2,3
stars,pchallarar,1,1
stars,pchar,1,3
stars,pcharalor,1,1
stars,pchdaiin,1,3
stars,pchdair,3,4
stars,pchdal,1,1
stars,pchdam,2,2
stars,pchdar,2,5
stars,pchdarody,1,1
stars,pchdlar,1,1
stars,pchdoiin,1,1
stars,pchdol,1,2
stars,pchdy,4,11
stars,pcheam,1,1
stars,pchear,1,2
stars,pched,1,1
stars,pchedaiin,2,4
stars,pchedain,1,2
stars,pchedairs,1,1
stars,pchedal,4,5
stars,pchedar,2,11
stars,pchedchdy,1,1
stars,pchedey,1,1
stars,pchedy,13,34
stars,pcheed,1,1
stars,pcheedy,1,2
stars,pcheeody,1,2
stars,pcheey,1,4
stars,pcheo,3,3
stars,pcheockhy,1,1
stars,pcheodaiin,1,1
stars,pcheodain,1,1
stars,pcheodal,1,1
stars,pcheodar,1,3
stars,pcheody,4,7
stars,pcheokeey,1,1
stars,pcheol,3,11
stars,pcheoor,1,1
stars,pcheor,4,5
stars,pcheos,2,2
stars,pchesfchy,1,1
stars,pchey,2,12
stars,pchod,1,1
stars,pchodaiin,1,5
stars,pchodain,3,3
stars,pchodair,1,1
stars,pchodar,1,2
stars,pchody,2,5
stars,pchoetal,1,1
stars,pchofar,1,1
stars,pchol,3,8
stars,pcholkal,1,1
stars,pcholkchdy,1,1
stars,pcholkeedy,1,1
stars,pcholky,2,2
stars,pcholor,1,1
stars,pcholy,1,2
stars,pchor,3,12
stars,pchoraiin,1,1
stars,pchoror,1,1
stars,pchosos,1,1
stars,pchsed,1,1
stars,pdal,1,2
stars,pdar,1,2
stars,peshol,1,1
stars,pheey,1,1
stars,poalosy,1,1
stars,poar,2,2
stars,poaral,1,1
stars,pocharal,1,1
stars,pochedy,1,2
stars,pochey,1,1
stars,podair,1,2
stars,podar,2,3
stars,podaroar,1,1
stars,podkor,1,1
stars,podshedy,1,1
stars,poedair,1,1
stars,poeokeey,1,1
stars,poir,1,1
stars,pokar,1,1
stars,pokeey,1,1
stars,pol,8,24
stars,polaiin,6,8
stars,polairy,1,1
stars,polal,1,2
stars,polanar,1,1
stars,polar,2,2
stars,polarar,1,2
stars,polchal,1,1
stars,polchdy,1,2
stars,polchechy,1,1
stars,polched,1,2
stars,polchedy,4,6
stars,polcheolkain,1,1
stars,polchey,1,2
stars,polchls,1,1
stars,polchs,1,1
stars,polkeedal,1,1
stars,polkeeey,1,1
stars,polkeeo,1,1
stars,polkiin,1,1
stars,polor,2,2
stars,polsaisy,1,1
stars,polshor,1,1
stars,polshy,1,3
stars,poly,2,2
stars,pom,1,1
stars,por,4,8
stars,poraiin,2,3
stars,porain,1,2
stars,porair,1,1
stars,poral,1,1
stars,porarchy,1,1
stars,porchey,1,1
stars,porol,1,1
stars,pororaiin,1,1
stars,posairy,1,1
stars,posheos,1,1
stars,psalar,1,1
stars,pshdar,1,2
stars,pshedaiin,1,1
stars,pshedy,2,3
stars,psheodalo,1,1
stars,psheodar,1,1
stars,psheody,3,5
stars,pshoair,1,1
stars,pshodaiin,1,2
stars,pshodalos,1,1
stars,pychal,1,1
stars,pychdar,1,1
stars,pychory,1,1
stars,pykeor,1,1
stars,pyoaly,1,1
stars,qaiin,2,2
stars,qairal,1,1
stars,qchar,1,1
stars,qchor,1,1
stars,qckham,1,1
stars,qckhedy,1,2
stars,qckhhy,1,1
stars,qckhy,1,2
stars,qcphhedy,1,1
stars,qcphhy,1,1
stars,qcthey,1,2
stars,qcthhy,1,2
stars,qcthy,1,2
stars,qear,1,1
stars,qedaiin,1,1
stars,qeeal,1,1
stars,qeear,1,1
stars,qeedar,1,2
stars,qeeedy,1,2
stars,qeeeear,1,1
stars,qeeey,2,3
stars,qeeoy,1,1
stars,qeey,2,3
stars,qekal,1,1
stars,qekchdy,1,3
stars,qekeeey,1,1
stars,qekeey,1,2
stars,qekor,1,2
stars,qeokeody,1,1
stars,qeol,1,1
stars,qeoodaiin,1,1
stars,qepchey,1,1
stars,qepoepy,1,1
stars,qetain,1,1
stars,qetam,1,1
stars,qetchar,1,1
stars,qetchdy,1,1
stars,qetdain,1,1
stars,qkain,2,2
stars,qlky,1,1
stars,qo,8,28
stars,qoaiin,8,23
stars,qoain,5,7
stars,qoair,2,4
stars,qoal,2,4
stars,qoar,3,12
stars,qochaiin,1,1
stars,qochdaiin,1,1
stars,qochedain,1,1
stars,qochedy,2,2
stars,qocheeol,1,1
stars,qocheo,1,1
stars,qocheol,1,1
stars,qochey,4,6
stars,qockhal,1,1
stars,qockhed,1,1
stars,qockhedy,2,4
stars,qockheedy,1,1
stars,qockheey,2,4
stars,qockheos,1,1
stars,qockhey,4,18
stars,qockhy,2,19
stars,qocky,1,2
stars,qocphdy,1,2
stars,qoctheody,1,1
stars,qocthey,2,5
stars,qocthy,1,7
stars,qod,2,8
stars,qodaiiin,2,2
stars,qodaiin,16,42
stars,qodain,7,11
stars,qodair,2,3
stars,qodal,1,7
stars,qodam,1,3
stars,qodan,1,1
stars,qodeedy,2,3
stars,qodeey,1,2
stars,qodos,1,1
stars,qody,5,17
stars,qoear,1,3
stars,qoedaiin,3,3
stars,qoedeey,1,1
stars,qoedy,1,4
stars,qoeechdy,1,1
stars,qoeechy,1,1
stars,qoeeda,1,1
stars,qoeedaiin,2,2
stars,qoeedain,1,1
stars,qoeedeody,1,1
stars,qoeedy,12,20
stars,qoeeean,1,1
stars,qoeeedy,1,3
stars,qoeeeey,1,1
stars,qoeeeo,1,1
stars,qoeees,2,3
stars,qoeeey,3,7
stars,qoeekain,1,1
stars,qoeeo,1,2
stars,qoeeody,2,3
stars,qoeeol,1,2
stars,qoeeor,1,3
stars,qoees,1,1
stars,qoeey,9,15
stars,qoek,1,1
stars,qoekeeykeody,1,1
stars,qoeky,1,1
stars,qoepchy,1,1
stars,qoetar,1,1
stars,qoete,1,1
stars,qofchdar,1,1
stars,qofchdy,2,3
stars,qofchedy,5,8
stars,qofcheol,1,3
stars,qofchol,1,2
stars,qofsheeey,1,1
stars,qoiiin,3,4
stars,qoiin,3,3
stars,qoirain,1,1
stars,qoisol,1,1
stars,qok,4,9
stars,qokaekeeey,1,1
stars,qokaiii,1,1
stars,qokaiiin,1,2
stars,qokaiin,114,262
stars,qokaiir,1,3
stars,qokaim,1,2
stars,qokain,105,279
stars,qokair,10,17
stars,qokairolchdy,1,1
stars,qokairor,1,3
stars,qokaiy,1,1
stars,qokal,41,191
stars,qokalchdy,1,2
stars,qokaldy,1,9
stars,qokalshedy,1,1
stars,qokaly,4,18
stars,qokam,12,25
stars,qokamdy,1,1
stars,qokan,3,8
stars,qokar,40,152
stars,qokaram,2,2
stars,qokary,1,1
stars,qokas,1,3
stars,qokchal,1,1
stars,qokchar,1,1
stars,qokchd,4,6
stars,qokchdain,1,1
stars,qokchdy,14,56
stars,qokchedy,28,39
stars,qokcheedy,2,2
stars,qokcheey,1,2
stars,qokcheodaiin,1,1
stars,qokcheody,1,3
stars,qokchey,17,30
stars,qokchkeey,1,1
stars,qokcho,1,10
stars,qokchol,3,18
stars,qokchor,1,11
stars,qokchy,15,69
stars,qokdy,1,4
stars,qokeain,3,3
stars,qokeal,1,4
stars,qokealdy,1,1
stars,qokear,3,6
stars,qokechchy,1,1
stars,qokechdy,2,3
stars,qokechedy,2,4
stars,qokecheos,1,1
stars,qokecho,1,1
stars,qokechy,8,13
stars,qoked,3,7
stars,qokedaiin,3,3
stars,qokedain,4,4
stars,qokedal,1,3
stars,qokedam,1,2
stars,qokedar,3,8
stars,qokedy,61,272
stars,qokeeaiin,1,2
stars,qokeeal,1,1
stars,qokeear,2,2
stars,qokeeas,1,1
stars,qokeechey,1,1
stars,qokeechy,5,6
stars,qokeed,7,15
stars,qokeedaiin,1,1
stars,qokeedain,3,3
stars,qokeedair,1,1
stars,qokeedal,2,3
stars,qokeedar,4,6
stars,qokeedody,1,1
stars,qokeedy,137,305
stars,qokeeedy,3,5
stars,qokeeeos,1,1
stars,qokeees,1,3
stars,qokeeey,16,26
stars,qokeeiin,1,1
stars,qokeel,1,1
stars,qokeeo,15,23
stars,qokeeod,1,2
stars,qokeeodaiin,1,1
stars,qokeeodor,1,1
stars,qokeeody,7,13
stars,qokeeokain,1,1
stars,qokeeol,5,11
stars,qokeeolchey,1,1
stars,qokeeor,6,10
stars,qokeeos,2,4
stars,qokeeshy,1,1
stars,qokeey,159,308
stars,qokeo,3,7
stars,qokeochy,1,2
stars,qokeod,3,8
stars,qokeodair,1,1
stars,qokeody,4,32
stars,qokeokedy,1,1
stars,qokeol,13,52
stars,qokeor,4,21
stars,qokeory,1,1
stars,qokeoy,1,1
stars,qokeshdy,1,1
stars,qokeshe,1,1
stars,qokeshedy,1,1
stars,qokeshey,1,1
stars,qokey,40,107
stars,qokiir,1,2
stars,qokl,6,9
stars,qoklaiin,1,1
stars,qoklain,1,1
stars,qoko,2,9
stars,qokod,2,7
stars,qokodaiin,1,1
stars,qokody,1,9
stars,qokoeey,1,1
stars,qokoiin,1,6
stars,qokokil,1,1
stars,qokol,13,105
stars,qokolkchdy,1,1
stars,qokolky,1,1
stars,qokor,11,36
stars,qokoy,1,2
stars,qokshd,1,3
stars,qokshdy,2,4
stars,qokshedy,2,11
stars,qoksheo,1,1
stars,qoksheoy,1,1
stars,qokshey,1,8
stars,qokshy,4,10
stars,qoky,29,147
stars,qol,28,151
stars,qolar,1,2
stars,qolcheedy,1,2
stars,qolcheey,1,1
stars,qolcheol,1,2
stars,qolcheor,1,1
stars,qolchey,1,11
stars,qoleechedy,1,1
stars,qolkaiin,2,2
stars,qolkeedy,1,7
stars,qolkeey,1,6
stars,qolshy,1,2
stars,qoochy,1,1
stars,qoodain,1,1
stars,qool,1,5
stars,qoolkeedy,1,1
stars,qoor,1,8
stars,qop,1,5
stars,qopaiin,4,6
stars,qopairam,1,1
stars,qopal,1,2
stars,qopam,1,1
stars,qopar,1,5
stars,qoparaiin,1,1
stars,qopchais,1,1
stars,qopcham,1,1
stars,qopchar,1,2
stars,qopchcfhy,1,1
stars,qopchdy,11,15
stars,qopchear,1,1
stars,qopchedaiin,1,1
stars,qopcheddy,1,1
stars,qopchedy,22,32
stars,qopchedyd,1,1
stars,qopcheedy,1,2
stars,qopcheey,2,4
stars,qopcheoain,1,1
stars,qopcheody,1,2
stars,qopcheos,2,2
stars,qopches,1,1
stars,qopchety,1,1
stars,qopchey,5,10
stars,qopchody,1,1
stars,qopchol,2,6
stars,qopchsd,1,1
stars,qopchy,3,11
stars,qopchyr,1,1
stars,qopdaiin,1,1
stars,qopdain,1,1
stars,qopeedy,1,1
stars,qopoeey,1,1
stars,qopoiin,1,1
stars,qopol,2,6
stars,qopor,1,4
stars,qopshedy,1,4
stars,qor,6,23
stars,qorain,2,4
stars,qorchain,1,1
stars,qorshy,1,1
stars,qos,2,4
stars,qosaiin,1,2
stars,qosain,1,1
stars,qoshedy,1,1
stars,qosheo,1,1
stars,qot,2,8
stars,qotad,1,1
stars,qotaiiin,2,2
stars,qotaiin,39,79
stars,qotail,1,1
stars,qotain,35,64
stars,qotair,3,6
stars,qotal,19,59
stars,qotalal,1,1
stars,qotalchedy,1,1
stars,qotalshy,1,1
stars,qotaly,3,5
stars,qotam,8,12
stars,qotar,29,63
stars,qotchd,2,4
stars,qotchdal,1,1
stars,qotchdar,1,1
stars,qotchdy,11,23
stars,qotched,5,5
stars,qotchedar,1,2
stars,qotchedy,17,24
stars,qotcheedy,3,4
stars,qotcheo,3,4
stars,qotchey,7,19
stars,qotcho,2,11
stars,qotchody,1,3
stars,qotchoraiin,1,1
stars,qotchs,1,1
stars,qotchy,6,63
stars,qoteal,2,2
stars,qotear,2,2
stars,qotechy,2,2
stars,qoted,3,4
stars,qotedais,1,1
stars,qotedal,2,3
stars,qotedar,1,3
stars,qotedary,1,1
stars,qotedl,1,1
stars,qotedol,1,1
stars,qotedor,1,2
stars,qotedy,27,91
stars,qoteed,1,3
stars,qoteedaiin,1,1
stars,qoteedar,2,3
stars,qoteeddy,1,1
stars,qoteedo,1,1
stars,qoteedy,31,74
stars,qoteeedy,2,3
stars,qoteeey,2,4
stars,qoteeo,2,3
stars,qoteeody,2,6
stars,qoteeol,2,5
stars,qoteeos,2,3
stars,qoteeotchy,1,1
stars,qotees,2,4
stars,qoteey,21,42
stars,qoteo,3,5
stars,qoteodaiin,1,1
stars,qoteode,1,1
stars,qoteody,6,12
stars,qoteol,3,12
stars,qoteoor,1,1
stars,qoteor,2,5
stars,qoteos,1,1
stars,qoteosam,1,1
stars,qotes,1,2
stars,qotey,11,24
stars,qotir,1,1
stars,qotl,1,2
stars,qoto,1,4
stars,qotody,5,11
stars,qotoeetchy,1,1
stars,qotokody,1,1
stars,qotoky,1,1
stars,qotol,9,47
stars,qotolaiin,1,1
stars,qotolchd,1,1
stars,qotolcheo,1,2
stars,qotolchy,1,1
stars,qotor,7,29
stars,qotos,1,1
stars,qototeeey,1,1
stars,qotoy,1,2
stars,qotshdy,2,3
stars,qotshedy,1,3
stars,qotsheod,1,2
stars,qoty,19,87
stars,qotyshey,1,2
stars,qoy,2,9
stars,qoykeey,1,1
stars,qtam,1,1
stars,qteey,1,1
stars,r,10,99
stars,rai,1,2
stars,raiin,44,75
stars,raiis,1,1
stars,raikchy,1,1
stars,rain,19,26
stars,rair,4,6
stars,rais,1,1
stars,raithty,1,1
stars,raithy,1,1
stars,ral,6,17
stars,ralchs,1,1
stars,ralchy,1,1
stars,raldl,1,1
stars,ralky,1,1
stars,ralom,1,1
stars,raly,1,2
stars,ram,9,14
stars,rar,11,21
stars,raraiin,5,6
stars,raral,1,2
stars,raram,3,3
stars,rarolchl,1,1
stars,rary,2,4
stars,ras,1,1
stars,rchar,1,1
stars,rchchy,1,1
stars,rchedar,1,1
stars,rchedy,4,11
stars,rcheeo,1,1
stars,rchees,1,1
stars,rcheetey,1,1
stars,rcheey,2,4
stars,rcheo,1,1
stars,rchl,1,1
stars,rchos,1,1
stars,rchsy,1,1
stars,reeey,1,1
stars,rfam,1,1
stars,rkar,1,1
stars,rkeey,1,1
stars,rky,1,1
stars,rl,2,2
stars,rlaiin,1,1
stars,ro,5,10
stars,rod,1,1
stars,rodaiin,1,3
stars,rodain,1,1
stars,rodam,2,2
stars,rodeedy,1,1
stars,rody,2,2
stars,roees,1,1
stars,roiin,2,4
stars,roiir,1,1
stars,rokaix,1,1
stars,rokeedy,1,1
stars,rol,6,20
stars,rolchy,1,2
stars,rolkeey,1,1
stars,rolsheedy,1,1
stars,roly,1,3
stars,rom,1,4
stars,ror,8,17
stars,roral,1,1
stars,rorol,2,3
stars,rosy,1,1
stars,rotydy,1,1
stars,rpchey,1,1
stars,rshey,1,2
stars,rteol,1,1
stars,ry,3,13
stars,s,12,255
stars,sa,1,4
stars,saiin,37,144
stars,saiir,1,6
stars,sail,1,1
stars,sain,27,68
stars,sair,8,28
stars,sairal,1,1
stars,sairol,2,2
stars,sairom,1,1
stars,sairor,1,1
stars,sairy,3,3
stars,saithy,1,1
stars,sal,8,55
stars,salar,1,2
stars,salkeedy,1,2
stars,salo,1,2
stars,salxar,1,1
stars,saly,1,5
stars,sam,2,10
stars,san,1,3
stars,sar,20,84
stars,saraiin,3,4
stars,sarain,3,3
stars,saraisl,1,1
stars,saram,1,1
stars,sarar,1,4
stars,sarol,1,4
stars,schedy,1,7
stars,scheo,1,2
stars,sedaiin,1,1
stars,seedy,1,1
stars,shaiiin,1,1
stars,shaiin,6,20
stars,shaikhhy,1,1
stars,shaikhy,1,2
stars,shain,3,8
stars,shal,8,15
stars,shalkaiin,1,1
stars,shalkl,1,1
stars,shalky,1,1
stars,sham,3,7
stars,shar,10,34
stars,sharam,1,2
stars,shchdy,1,1
stars,shchs,1,1
stars,shchy,2,5
stars,shckhaiin,1,1
stars,shckhey,2,12
stars,shckhhy,2,2
stars,shckhody,1,1
stars,shckhy,20,60
stars,shcphhy,1,2
stars,shcphoor,1,1
stars,shcthey,1,7
stars,shcthy,9,31
stars,shd,1,7
stars,shdair,1,2
stars,shdal,2,4
stars,shdalky,1,1
stars,shdar,3,9
stars,shdo,1,1
stars,shdpchy,1,1
stars,shdy,12,46
stars,shdykairy,1,1
stars,she,4,25
stars,sheaiin,1,9
stars,sheain,1,2
stars,sheainy,1,1
stars,sheal,9,19
stars,shear,9,21
stars,sheas,1,1
stars,shechol,1,1
stars,shechy,1,2
stars,sheckeey,1,1
stars,sheckhedy,1,4
stars,sheckhey,1,4
stars,sheckhy,11,35
stars,shecphy,1,3
stars,shecthey,1,1
stars,shecthy,3,20
stars,shed,9,18
stars,shedaiiin,1,1
stars,shedaiin,2,15
stars,shedain,10,11
stars,shedair,1,1
stars,shedaitain,1,1
stars,shedal,3,11
stars,shedam,1,2
stars,shedar,4,7
stars,shedchy,1,1
stars,shedeeey,1,1
stars,shedy,114,427
stars,shee,4,13
stars,sheeain,1,1
stars,sheeal,1,1
stars,sheeay,1,1
stars,sheeckhy,1,2
stars,sheed,5,6
stars,sheedain,1,1
stars,sheedar,1,1
stars,sheedo,1,2
stars,sheedy,27,84
stars,sheeeky,1,2
stars,sheees,1,2
stars,sheeey,4,6
stars,sheefy,1,1
stars,sheek,2,3
stars,sheekain,1,1
stars,sheekar,1,2
stars,sheekas,1,1
stars,sheekchy,1,3
stars,sheekeey,1,2
stars,sheekly,1,1
stars,sheekshy,1,1
stars,sheeky,6,14
stars,sheeo,5,8
stars,sheeodaiin,1,1
stars,sheeodain,1,1
stars,sheeodar,2,2
stars,sheeodees,1,1
stars,sheeol,4,14
stars,sheeor,1,9
stars,shees,1,9
stars,sheet,2,3
stars,sheety,1,8
stars,sheey,49,144
stars,shefhedy,1,1
stars,shek,4,11
stars,shekain,3,5
stars,shekal,1,4
stars,shekchy,1,5
stars,shekeey,1,6
stars,sheky,6,36
stars,sheo,15,47
stars,sheoal,1,1
stars,sheockhedy,1,1
stars,sheocphy,1,2
stars,sheod,6,11
stars,sheodaiin,1,5
stars,sheodal,1,4
stars,sheodar,1,1
stars,sheody,15,50
stars,sheoe,1,1
stars,sheoeed,1,1
stars,sheokaiin,1,2
stars,sheokain,1,1
stars,sheokar,1,1
stars,sheoked,1,1
stars,sheokeedy,1,1
stars,sheoky,3,6
stars,sheol,27,114
stars,sheolkchy,1,1
stars,sheolkeedy,1,1
stars,sheolkeey,1,1
stars,sheolor,1,1
stars,sheolshody,1,1
stars,sheopchy,1,1
stars,sheor,11,51
stars,sheos,6,17
stars,sheot,1,2
stars,sheotal,1,1
stars,sheotam,1,1
stars,sheotchedy,1,1
stars,sheoy,1,4
stars,sher,1,3
stars,shet,1,1
stars,shetsho,1,1
stars,shety,2,9
stars,shey,84,283
stars,sheykal,1,1
stars,shfy,1,1
stars,shkaiin,2,4
stars,shkain,2,3
stars,shkair,1,2
stars,shkar,2,2
stars,shkchedy,2,2
stars,shkchy,1,2
stars,shkeedy,1,1
stars,shkeey,1,3
stars,shkeody,1,2
stars,shkeor,1,1
stars,shkey,1,1
stars,shkhy,1,1
stars,shky,4,13
stars,shl,1,3
stars,sho,12,130
stars,shoaiin,1,4
stars,shocfhy,1,2
stars,shockhol,1,1
stars,shockhy,1,5
stars,shocthy,1,12
stars,shod,5,11
stars,shoda,1,1
stars,shodaiin,5,23
stars,shodain,1,5
stars,shodor,1,1
stars,shody,12,55
stars,shoefcheey,1,1
stars,shoefy,1,1
stars,shoeky,1,1
stars,shoikhy,1,4
stars,shok,2,5
stars,shokaiin,1,3
stars,shokal,1,4
stars,shokar,2,3
stars,shokchey,1,1
stars,shokchy,2,9
stars,shokeedar,1,1
stars,shokeey,1,3
stars,shokey,1,5
stars,shoko,1,1
stars,shol,24,187
stars,sholfaiin,1,1
stars,sholkair,1,1
stars,sholkar,1,1
stars,sholkeechy,1,1
stars,sholkeedy,2,2
stars,shoo,1,1
stars,shoor,1,1
stars,shor,9,97
stars,shorchdy,1,1
stars,shory,1,6
stars,shos,1,10
stars,shosaiin,2,5
stars,shotchey,1,1
stars,shotchy,1,3
stars,shotedy,1,1
stars,shoteeody,1,2
stars,shoteol,1,1
stars,shsy,1,1
stars,shtal,1,3
stars,shtar,1,1
stars,shtchy,1,3
stars,shtey,1,1
stars,shtshy,1,2
stars,shty,1,4
stars,shx,1,1
stars,shxam,1,1
stars,shy,8,107
stars,shykaiin,1,1
stars,shypchedy,1,1
stars,skaiin,2,3
stars,so,1,5
stars,soaiin,2,4
stars,soain,1,1
stars,soar,1,2
stars,sodal,1,3
stars,sodar,1,6
stars,soes,1,1
stars,soiiin,1,6
stars,soiin,5,21
stars,sokal,1,1
stars,sokedy,1,1
stars,sokeey,1,2
stars,sokod,1,1
stars,sol,5,75
stars,solain,1,1
stars,solchd,1,1
stars,solchedy,1,8
stars,solkaiin,1,3
stars,solkain,1,3
stars,solkedy,1,3
stars,solkeedy,1,5
stars,solol,1,1
stars,solpchd,1,1
stars,solshedy,1,3
stars,sor,7,57
stars,soraiin,3,7
stars,soral,1,3
stars,sorols,1,1
stars,sory,1,5
stars,sosar,1,2
stars,sotchdaiin,1,1
stars,sotey,1,2
stars,soy,1,4
stars,sshedy,1,5
stars,ssheedal,1,1
stars,ssheey,2,2
stars,ssheo,1,2
stars,ssheodain,1,1
stars,sshey,1,6
stars,sy,2,35
stars,sykar,1,1
stars,syokeedy,1,1
stars,t,1,10
stars,taidy,1,1
stars,taiin,16,42
stars,taim,1,1
stars,tain,9,16
stars,tair,9,13
stars,talol,1,1
stars,talshdy,1,1
stars,tar,15,43
stars,taraiin,1,2
stars,tarair,1,1
stars,tarairy,1,1
stars,taram,1,1
stars,tarar,1,2
stars,tarol,2,2
stars,taror,1,1
stars,tchar,2,4
stars,tchdor,1,2
stars,tchdy,4,15
stars,tchdys,1,1
stars,tched,1,1
stars,tchedaiin,1,1
stars,tchedair,1,1
stars,tchedal,1,1
stars,tchedar,1,2
stars,tchede,1,1
stars,tchedol,1,1
stars,tchedor,2,3
stars,tchedy,11,33
stars,tcheepchey,1,1
stars,tcheo,3,7
stars,tcheodaiin,1,1
stars,tcheodar,1,1
stars,tcheodl,1,1
stars,tcheody,2,6
stars,tcheoko,1,1
stars,tcheol,2,6
stars,tcheolchy,1,1
stars,tcheor,1,3
stars,tcheorsho,1,1
stars,tchey,4,22
stars,tchoar,1,1
stars,tchoarorshy,1,1
stars,tchodaiin,1,3
stars,tchodairos,1,1
stars,tchodls,1,1
stars,tchokedy,1,1
stars,tchoky,1,2
stars,tchol,1,13
stars,tcholkaiin,1,1
stars,tchor,1,19
stars,tchosos,1,1
stars,tdol,1,1
stars,tear,1,2
stars,ted,1,1
stars,tedaiin,2,3
stars,tedain,2,4
stars,tedair,1,2
stars,tedam,3,3
stars,tedcheo,1,1
stars,tedo,1,2
stars,tedy,8,42
stars,teear,1,1
stars,teed,2,2
stars,teedain,1,1
stars,teedal,1,2
stars,teedan,1,1
stars,teedar,2,2
stars,teedaram,1,1
stars,teedy,8,13
stars,teeedy,3,4
stars,teeo,1,1
stars,teeoar,1,1
stars,teeodaiin,1,2
stars,teeodain,1,1
stars,teeody,2,4
stars,teeol,1,5
stars,teeolteedy,1,1
stars,teeor,1,1
stars,teey,8,20
stars,teo,1,2
stars,teoar,1,1
stars,teodarody,1,1
stars,teodeear,1,1
stars,teodeey,1,1
stars,teody,3,8
stars,teol,3,15
stars,teolkedain,1,1
stars,teolshy,1,1
stars,teor,1,4
stars,teos,1,1
stars,tey,2,11
stars,toaiin,1,2
stars,tockhy,1,3
stars,todaiin,1,9
stars,todas,1,1
stars,todky,1,1
stars,tody,1,8
stars,tokain,2,2
stars,tokary,1,1
stars,toky,1,2
stars,tol,6,48
stars,tolkal,1,1
stars,tolkeeedy,1,1
stars,tolkshey,1,1
stars,tolos,1,1
stars,tolpchy,1,1
stars,tolshosor,1,1
stars,topaiin,1,1
stars,tor,2,23
stars,torshor,1,2
stars,totol,1,2
stars,toy,1,5
stars,tshar,1,1
stars,tshdol,1,2
stars,tshdy,1,4
stars,tshedain,1,1
stars,tshedar,1,2
stars,tshedky,1,1
stars,tshedy,4,8
stars,tsheey,1,1
stars,tsheodar,1,1
stars,tsheodl,1,1
stars,tshey,3,9
stars,tsho,1,5
stars,tshoar,1,1
stars,tshod,1,2
stars,tshodaiin,1,1
stars,tshodair,1,1
stars,xar,1,2
stars,xoiin,1,1
stars,y,29,176
stars,yaiin,2,6
stars,yaiir,1,2
stars,yair,1,2
stars,yar,1,2
stars,ychain,1,3
stars,ychdy,1,2
stars,ycheain,2,2
stars,ychear,1,2
stars,yched,1,3
stars,ychedaiin,2,2
stars,ychedain,1,1
stars,ychedal,2,2
stars,ychedar,3,4
stars,ychedl,1,1
stars,ychedy,3,13
stars,ycheealkaiin,1,1
stars,ycheechy,1,1
stars,ycheeckhy,1,1
stars,ycheedaiin,1,1
stars,ycheedy,5,7
stars,ycheeo,5,8
stars,ycheeodaiin,1,1
stars,ycheeodain,1,1
stars,ycheeody,1,2
stars,ycheeol,1,1
stars,ycheeor,1,1
stars,ycheeoy,1,1
stars,ychees,1,2
stars,ycheey,14,24
stars,ycheo,8,15
