token,overall_count,line_initial_count,line_medial_count,line_final_count,single_token_line_count
a,5,1,3,1,0
acheody,1,0,1,0,0
ackaldy,1,0,0,0,1
acthedy,1,0,1,0,0
adairchdy,1,1,0,0,0
adal,1,0,1,0,0
adam,2,0,0,2,0
adar,1,0,1,0,0
adchey,1,0,1,0,0
adeeody,1,0,1,0,0
ador,1,0,1,0,0
ady,1,0,0,1,0
aeeodeey,1,0,1,0,0
aekeeey,1,0,1,0,0
aes,1,0,0,1,0
aey,1,0,1,0,0
ag,1,0,0,1,0
aicky,1,0,0,1,0
aiees,1,0,1,0,0
aifhhy,1,0,1,0,0
aifhy,1,0,1,0,0
aii,1,0,1,0,0
aiichy,1,0,1,0,0
aiicthy,1,0,0,1,0
aiidal,1,0,1,0,0
aiidy,2,0,2,0,0
aiiikhedy,1,0,1,0,0
aiiiky,1,0,1,0,0
aiiin,41,0,39,2,0
aiiinro,1,0,1,0,0
aiikam,1,0,0,1,0
aiil,1,0,1,0,0
aiildy,1,0,1,0,0
aiily,1,0,0,1,0
aiim,3,0,1,2,0
aiin,470,0,436,34,0
aiinal,1,0,0,1,0
aiinod,1,0,0,0,1
aiinog,1,0,0,1,0
aiiny,4,0,1,3,0
aiioly,1,0,0,1,0
aiip,1,0,1,0,0
aiir,23,0,23,0,0
aiiral,1,0,0,1,0
aiiraly,1,0,0,1,0
aiirchar,1,0,1,0,0
aiirody,1,0,0,1,0
aiirol,1,0,1,0,0
aiiry,1,0,1,0,0
aiis,3,0,3,0,0
aiisaim,1,0,0,1,0
aiisockhy,1,0,1,0,0
aiisod,1,0,1,0,0
aikhdy,1,0,1,0,0
aikheky,1,0,0,1,0
aikhy,2,0,2,0,0
ail,5,0,5,0,0
aildy,3,0,1,2,0
aim,7,0,3,4,0
ain,92,0,80,11,1
ainaly,1,0,0,0,1
ainam,1,0,0,1,0
ainarals,1,0,1,0,0
aindar,1,0,0,1,0
ainy,2,0,2,0,0
aiodam,1,0,0,1,0
aiphey,1,0,1,0,0
aiphhey,1,0,1,0,0
aiphy,1,0,1,0,0
air,74,0,70,3,1
airal,2,0,1,1,0
airaldy,1,0,1,0,0
airam,1,0,0,1,0
airar,1,0,0,1,0
airchy,1,0,1,0,0
airod,2,0,1,1,0
airody,3,0,3,0,0
airol,1,0,1,0,0
airolm,1,0,0,0,1
airols,1,0,0,1,0
airorlchy,1,0,1,0,0
airoy,1,0,1,0,0
airy,1,0,0,1,0
ais,1,0,1,0,0
aisam,1,0,0,1,0
aithchr,1,0,1,0,0
aithy,5,0,3,2,0
aiy,1,0,1,0,0
akaiiky,1,0,1,0,0
akaiin,1,0,1,0,0
akain,1,0,1,0,0
akair,1,0,1,0,0
akal,1,0,1,0,0
akar,2,0,2,0,0
akarar,1,0,1,0,0
akchedy,1,0,1,0,0
akchy,1,0,1,0,0
akey,1,0,1,0,0
aky,1,0,1,0,0
al,261,1,223,37,0
alaiiin,2,0,2,0,0
alaiin,4,0,4,0,0
alain,4,0,3,1,0
alair,1,0,1,0,0
alairdy,1,0,1,0,0
alal,5,0,5,0,0
alaldy,1,0,0,1,0
alalor,1,0,1,0,0
alam,8,0,1,7,0
alamchy,1,0,0,1,0
alar,6,0,5,1,0
alcfhy,1,0,0,1,0
alchd,1,0,0,1,0
alchdy,2,0,1,1,0
alched,1,0,1,0,0
alchedar,1,0,1,0,0
alchedy,4,0,4,0,0
alcheey,1,1,0,0,0
alcheky,1,0,0,1,0
alches,1,0,1,0,0
alchey,4,1,3,0,0
alchky,1,0,1,0,0
alchl,1,0,1,0,0
alchol,1,0,1,0,0
alchor,2,0,2,0,0
alchy,1,0,1,0,0
ald,3,0,3,0,0
aldaiin,3,0,3,0,0
aldalosam,1,0,0,1,0
aldam,2,0,1,1,0
aldar,3,0,1,2,0
aldy,14,0,7,7,0
aldydy,1,0,1,0,0
aleedy,1,0,1,0,0
aleey,1,0,1,0,0
alekeey,1,0,1,0,0
alf,1,0,0,1,0
alfo,1,0,1,0,0
alfshed,1,0,0,1,0
alg,2,0,0,2,0
alkaiin,5,0,4,1,0
alkain,7,0,6,1,0
alkair,1,0,1,0,0
alkal,1,0,0,1,0
alkam,6,0,0,6,0
alkan,1,0,0,1,0
alkar,4,0,4,0,0
alkchdy,1,0,1,0,0
alkeain,1,0,1,0,0
alkedy,2,0,2,0,0
alkeear,1,0,1,0,0
alkeedy,4,0,2,2,0
alkeeol,1,0,1,0,0
alkeey,1,0,1,0,0
alkey,2,0,2,0,0
alkol,1,0,1,0,0
alky,3,0,0,3,0
allkeam,1,0,1,0,0
ally,1,0,1,0,0
alo,3,0,3,0,0
aloal,1,0,0,1,0
alod,2,0,0,2,0
alodam,1,0,0,1,0
alodar,1,0,1,0,0
alody,6,0,5,1,0
aloees,2,0,2,0,0
alog,1,0,0,1,0
aloiiin,1,0,1,0,0
aloiin,2,0,1,1,0
alol,9,0,7,2,0
alold,1,0,0,1,0
aloldy,1,0,1,0,0
alolfchy,1,0,1,0,0
alolor,1,0,1,0,0
alols,2,0,2,0,0
alolshedy,1,0,1,0,0
aloly,3,0,0,2,1
alom,6,0,1,5,0
alor,7,0,6,1,0
alory,1,0,0,1,0
alos,2,0,2,0,0
alosheey,1,0,1,0,0
aloy,1,0,1,0,0
alpchdar,1,0,0,1,0
alpchdy,1,0,0,1,0
als,4,0,2,2,0
alshdr,1,1,0,0,0
alshdy,1,0,1,0,0
alshedy,1,0,1,0,0
alshees,1,0,0,1,0
alshey,4,1,3,0,0
alshy,2,0,2,0,0
alsy,1,0,0,1,0
alteol,1,0,1,0,0
aly,29,0,16,13,0
alys,2,0,1,1,0
am,88,0,23,65,0
amam,1,0,0,1,0
aman,1,0,1,0,0
amchd,1,0,0,1,0
amchy,1,0,0,1,0
amd,1,0,0,1,0
amg,2,0,1,1,0
amod,1,0,0,1,0
amom,1,0,0,1,0
amy,1,0,0,1,0
an,8,0,5,3,0
aol,1,0,0,1,0
aporair,1,0,1,0,0
apy,1,0,0,1,0
ar,353,4,322,26,1
araiin,10,0,8,2,0
arain,2,0,2,0,0
arair,1,0,1,0,0
arairaly,1,0,1,0,0
arakaiin,1,1,0,0,0
aral,16,0,8,8,0
aralary,1,0,0,1,0
arald,1,0,0,1,0
aralos,1,0,0,1,0
arals,1,0,1,0,0
araly,1,0,0,1,0
aram,12,0,4,8,0
arar,7,0,4,3,0
araral,1,0,0,1,0
araram,1,0,0,1,0
ararchodaiin,1,0,0,0,1
araroy,1,0,1,0,0
arary,3,0,3,0,0
araydy,1,0,0,1,0
archeey,1,0,1,0,0
archeody,1,0,0,1,0
archeor,1,1,0,0,0
archol,1,0,0,1,0
arcsy,1,1,0,0,0
are,1,0,1,0,0
aree,1,0,1,0,0
arg,1,0,0,1,0
ariin,2,0,2,0,0
arl,3,0,3,0,0
aro,1,0,1,0,0
arod,2,0,0,2,0
arodaim,1,0,0,1,0
arodchedy,1,0,1,0,0
arodl,2,0,2,0,0
arodly,1,0,0,1,0
arody,13,0,6,7,0
aroiin,1,0,1,0,0
aroka,1,0,0,1,0
arol,12,0,8,3,1
arolkeey,1,0,1,0,0
arolky,1,0,0,1,0
arolor,1,0,1,0,0
arolsas,1,0,0,1,0
arom,1,0,0,0,1
aror,6,0,3,3,0
arorochees,1,0,0,1,0
arorsheey,1,0,1,0,0
aros,1,0,1,0,0
aroshy,1,0,0,1,0
aroteey,1,0,1,0,0
arotey,1,0,1,0,0
arsheg,1,0,0,1,0
arshey,1,0,1,0,0
arxor,1,0,1,0,0
ary,26,0,3,23,0
aryly,1,0,0,1,0
as,6,0,6,0,0
asa,1,0,0,1,0
asaly,1,0,0,1,0
ataiin,1,0,1,0,0
ataseos,1,1,0,0,0
ateey,1,0,1,0,0
atey,1,0,1,0,0
atolg,1,0,0,1,0
aty,3,0,1,2,0
axor,1,0,1,0,0
ay,1,0,1,0,0
c,8,0,7,0,1
cckheor,1,0,1,0,0
cckhhy,1,0,1,0,0
ceectheey,1,0,1,0,0
cfarasr,1,0,0,1,0
cfhaiin,1,0,0,1,0
cfham,1,0,1,0,0
cfhar,2,0,2,0,0
cfhdorol,1,0,0,1,0
cfhdy,1,0,1,0,0
cfheey,1,0,1,0,0
cfhekchdy,1,0,1,0,0
cfheo,1,0,1,0,0
cfheody,1,0,1,0,0
cfheol,2,0,2,0,0
cfheos,1,0,1,0,0
cfhey,2,0,2,0,0
cfhoaiin,1,0,1,0,0
cfhodar,1,0,1,0,0
cfhodoral,1,0,1,0,0
cfhol,6,0,6,0,0
cfhoy,1,0,1,0,0
cfhs,1,0,1,0,0
cfhy,6,0,5,1,0
cfhyaiin,1,0,1,0,0
ch,8,0,8,0,0
cha,2,0,2,0,0
chad,1,0,1,0,0
chadaiin,1,0,1,0,0
chady,1,0,1,0,0
chaiiin,1,0,0,1,0
chaiin,45,0,37,8,0
chaiind,1,0,0,1,0
chaiir,1,0,1,0,0
chaim,1,0,0,1,0
chain,18,1,16,1,0
chaindy,1,1,0,0,0
chair,1,0,1,0,0
chairal,1,0,1,0,0
chakain,1,0,1,0,0
chakeey,1,0,1,0,0
chakod,1,0,1,0,0
chal,48,0,42,6,0
chalaiin,1,0,1,0,0
chalal,1,0,0,1,0
chalaly,1,0,1,0,0
chald,1,0,0,1,0
chalg,1,0,0,1,0
chalkain,1,0,1,0,0
chalkar,2,0,2,0,0
chalkeedy,1,0,0,1,0
chalkeeedy,1,0,1,0,0
chalkeey,1,0,1,0,0
chalolky,1,0,1,0,0
chaloly,1,0,0,1,0
chalor,1,0,0,1,0
chalr,1,0,0,1,0
chals,2,0,2,0,0
chalsain,1,0,0,0,1
chaltar,1,0,1,0,0
chaly,5,0,5,0,0
cham,20,0,8,12,0
chan,11,0,9,2,0
chap,1,0,1,0,0
chapchy,1,0,1,0,0
char,72,4,64,4,0
charaiin,1,0,0,1,0
charain,3,0,2,1,0
charam,4,0,2,2,0
chariin,1,0,1,0,0
charor,1,0,0,1,0
chary,6,0,1,5,0
chas,1,0,1,0,0
chataiin,1,0,0,1,0
chcfhal,1,0,1,0,0
chcfhdy,1,0,1,0,0
chcfheor,1,0,1,0,0
chcfhey,1,0,1,0,0
chcfhhy,3,0,2,1,0
chcfhol,1,0,1,0,0
chcfhor,1,0,1,0,0
chcfhy,2,0,2,0,0
chchdy,1,0,0,1,0
chcheey,1,0,1,0,0
chcheky,1,0,1,0,0
chchetal,1,0,1,0,0
chchky,1,0,1,0,0
chchoty,1,0,1,0,0
chchs,1,0,1,0,0
chchsty,1,0,1,0,0
chchty,1,0,1,0,0
chchy,2,0,2,0,0
chck,1,0,1,0,0
chckaiin,1,0,1,0,0
chckh,3,0,3,0,0
chckhaiin,3,0,3,0,0
chckhal,5,0,3,2,0
chckhaly,1,0,1,0,0
chckham,1,0,0,1,0
chckhan,1,0,0,1,0
chckhd,4,0,3,1,0
chckhdy,13,0,13,0,0
chckheal,1,0,1,0,0
chckhedy,11,0,10,1,0
chckheed,1,0,1,0,0
chckheey,1,0,1,0,0
chckheody,2,0,2,0,0
chckhey,30,0,28,2,0
chckhhhy,1,0,1,0,0
chckhhy,9,0,8,0,1
chckhod,1,0,0,1,0
chckhoda,1,0,1,0,0
chckhody,1,0,1,0,0
chckhol,2,0,2,0,0
chckhom,1,0,0,1,0
chckhor,2,0,1,1,0
chckhoy,1,0,1,0,0
chckhs,1,0,0,1,0
chckhy,140,1,128,11,0
chckhyd,1,0,1,0,0
chckhyfchy,1,0,1,0,0
chcky,1,0,1,0,0
chcpaiin,1,0,1,0,0
chcpham,1,0,0,1,0
chcphar,1,0,1,0,0
chcphdar,1,0,0,1,0
chcphdy,2,0,2,0,0
chcphedy,3,0,3,0,0
chcphey,3,0,2,1,0
chcphhdy,1,0,1,0,0
chcphhy,3,0,3,0,0
chcphol,1,0,1,0,0
chcphy,11,0,10,1,0
chcpy,1,0,0,1,0
chcs,1,0,1,0,0
chct,2,0,2,0,0
chcta,1,0,1,0,0
chctey,1,0,1,0,0
chcth,3,0,2,1,0
chcthaiin,1,0,0,1,0
chcthain,1,0,0,1,0
chcthal,2,0,2,0,0
chctham,2,0,0,2,0
chcthar,1,0,1,0,0
chcthd,1,0,0,1,0
chcthdy,7,0,6,1,0
chcthed,1,0,1,0,0
chcthedy,7,0,7,0,0
chcthey,7,0,6,1,0
chcthhy,7,0,6,0,1
chcthihy,1,0,1,0,0
chctho,3,0,3,0,0
chcthod,1,0,1,0,0
chcthody,3,0,3,0,0
chcthor,1,0,1,0,0
chcthosy,1,0,1,0,0
chcthso,1,0,1,0,0
chcthy,79,0,73,6,0
chd,8,0,6,2,0
chda,1,0,1,0,0
chdaiin,16,0,16,0,0
chdaiirsainy,1,0,0,0,1
chdail,1,0,1,0,0
chdain,9,1,8,0,0
chdair,2,0,2,0,0
chdairod,1,0,1,0,0
chdal,19,0,19,0,0
chdalal,1,0,1,0,0
chdalchdy,1,0,1,0,0
chdaldy,1,0,0,1,0
chdalkair,1,0,1,0,0
chdalor,1,0,1,0,0
chdaly,3,0,1,2,0
chdam,10,0,4,6,0
chdar,20,0,19,1,0
chdarol,1,0,1,0,0
chdchdy,1,0,1,0,0
chdchol,1,0,1,0,0
chdchy,1,1,0,0,0
chddy,1,0,1,0,0
chdedy,2,0,2,0,0
chdeey,1,0,1,0,0
chdlcty,1,0,1,0,0
chdo,1,0,1,0,0
chdodaiin,1,0,1,0,0
chdody,1,0,1,0,0
chdol,2,0,2,0,0
chdolaiin,1,0,0,1,0
chdoly,1,0,1,0,0
chdor,8,0,8,0,0
chdos,1,0,1,0,0
chdy,152,1,130,20,1
chdykchedy,1,0,1,0,0
chdypdaiin,1,0,1,0,0
chdyshdy,1,0,1,0,0
che,2,0,2,0,0
chead,1,0,1,0,0
cheady,1,0,1,0,0
cheaiin,3,0,2,1,0
cheaikhy,1,0,0,1,0
cheain,2,0,2,0,0
cheal,30,0,29,1,0
chealol,1,0,1,0,0
chealor,1,0,1,0,0
chealror,1,0,0,1,0
chealy,3,0,0,3,0
cheam,5,0,2,3,0
cheamar,1,0,0,1,0
cheamy,1,0,0,1,0
chean,2,0,2,0,0
chear,51,0,48,3,0
chearaiin,1,0,1,0,0
cheary,1,0,1,0,0
cheas,1,0,1,0,0
checfhy,1,0,1,0,0
chechdaiin,1,0,1,0,0
chechey,2,0,2,0,0
chechol,1,0,1,0,0
chechy,1,0,1,0,0
checkhd,1,0,1,0,0
checkhdy,2,0,1,1,0
checkhed,2,0,2,0,0
checkhedy,1,0,1,0,0
checkhey,10,0,10,0,0
checkho,1,0,1,0,0
checkhol,2,0,2,0,0
checkhy,47,0,46,1,0
checphedy,1,0,1,0,0
checphey,2,0,2,0,0
checthal,1,0,1,0,0
chectham,1,0,0,1,0
checthdy,1,0,1,0,0
checthedy,2,0,2,0,0
checthey,4,0,3,1,0
checthhy,1,0,1,0,0
checthy,28,0,25,3,0
ched,23,0,21,1,1
cheda,1,0,1,0,0
chedacphy,1,0,1,0,0
chedady,1,0,1,0,0
chedaiiin,2,0,1,1,0
chedaiin,32,2,28,2,0
chedain,19,0,18,1,0
chedair,1,0,1,0,0
chedal,24,1,22,1,0
chedalkedy,1,0,1,0,0
chedalos,1,0,0,1,0
chedaly,3,0,1,2,0
chedam,6,0,2,4,0
chedan,1,0,0,1,0
chedar,30,0,30,0,0
chedas,1,0,1,0,0
chedchey,1,0,1,0,0
chedchy,1,0,1,0,0
chedees,1,0,1,0,0
chedeey,1,0,1,0,0
chedey,1,0,1,0,0
chedkain,1,0,1,0,0
chedkaly,1,0,0,1,0
chedkel,1,0,1,0,0
chedky,1,0,1,0,0
chedl,1,0,1,0,0
chedo,2,0,2,0,0
chedol,6,0,5,1,0
chedor,2,0,2,0,0
chedos,1,0,1,0,0
cheds,1,0,1,0,0
chedy,501,6,456,39,0
chedydy,1,0,0,1,0
chedykar,1,0,1,0,0
chedyl,1,0,0,1,0
chedyor,1,0,0,1,0
chedyr,1,0,0,1,0
chedyteokain,1,0,1,0,0
chedytey,1,0,1,0,0
chedyty,1,0,0,1,0
chee,1,0,1,0,0
cheea,1,0,1,0,0
cheeaiin,2,0,2,0,0
cheeal,2,0,2,0,0
cheear,1,0,1,0,0
cheeckhody,1,0,0,1,0
cheecpheey,1,0,1,0,0
cheecthy,1,0,0,1,0
cheed,2,0,2,0,0
cheedaiin,4,0,3,1,0
cheedain,2,0,2,0,0
cheedalaiin,1,0,0,1,0
cheedar,5,0,5,0,0
cheedls,1,0,1,0,0
cheedy,59,0,56,3,0
cheeeal,1,0,1,0,0
cheeedaiin,1,0,1,0,0
cheeen,1,0,1,0,0
cheeeo,1,0,1,0,0
cheees,1,0,0,1,0
cheeetchol,1,0,1,0,0
cheeety,1,0,1,0,0
cheeey,9,0,8,1,0
cheef,2,0,2,0,0
cheefar,1,0,1,0,0
cheefy,1,0,1,0,0
cheeg,1,0,0,1,0
cheeir,1,0,1,0,0
cheekaiin,2,0,2,0,0
cheekain,3,0,3,0,0
cheekan,1,0,1,0,0
cheekchey,1,0,1,0,0
cheekdam,1,0,1,0,0
cheekeey,1,0,1,0,0
cheekeo,1,0,1,0,0
cheekeody,1,0,0,1,0
cheekey,6,0,6,0,0
cheeky,24,1,23,0,0
cheel,1,1,0,0,0
cheem,1,0,1,0,0
cheen,3,0,3,0,0
cheeo,17,4,13,0,0
cheeod,2,0,2,0,0
cheeodam,1,0,0,1,0
cheeods,1,0,1,0,0
cheeody,12,0,12,0,0
cheeoekey,1,0,1,0,0
cheeokeey,1,0,1,0,0
cheeokseo,1,0,1,0,0
cheeol,9,0,9,0,0
cheeoldair,1,0,1,0,0
cheeoldy,1,0,0,1,0
cheeool,1,0,1,0,0
cheeor,14,0,14,0,0
cheeorfor,1,0,1,0,0
cheeos,7,0,7,0,0
cheeotaiin,1,0,1,0,0
cheeoy,1,0,1,0,0
cheepaiin,1,0,1,0,0
cheepchdy,1,0,1,0,0
cheer,2,0,2,0,0
chees,33,1,32,0,0
cheesees,1,0,1,0,0
cheesy,3,0,2,1,0
cheet,1,0,1,0,0
cheeta,1,0,1,0,0
cheetam,1,0,1,0,0
cheetar,1,0,1,0,0
cheeteey,4,1,3,0,0
cheety,3,0,3,0,0
cheey,174,2,166,6,0
cheeykam,1,0,1,0,0
cheeytey,1,0,0,1,0
chef,1,0,0,1,0
chefaiin,1,0,1,0,0
chefain,1,0,0,1,0
chefal,1,0,1,0,0
chefalas,1,0,0,1,0
chefar,1,0,1,0,0
chefchdy,1,0,0,1,0
chefchey,1,0,0,1,0
chefchol,1,0,1,0,0
chefchy,3,0,3,0,0
chefoly,1,0,0,1,0
chefy,1,0,0,0,1
cheg,3,1,1,1,0
cheis,1,0,1,0,0
chek,3,0,3,0,0
chekaiiin,1,0,0,1,0
chekaiin,8,0,7,1,0
chekaim,1,0,0,1,0
chekain,7,0,7,0,0
chekaiphy,1,0,1,0,0
chekaithhy,1,0,1,0,0
chekal,12,0,11,1,0
chekalchs,1,0,1,0,0
chekaly,1,0,1,0,0
chekam,1,0,0,1,0
chekar,8,0,8,0,0
chekchdy,1,0,1,0,0
chekcheey,1,0,1,0,0
chekchey,1,0,1,0,0
chekchoy,1,0,1,0,0
chekchy,5,0,5,0,0
chekeal,1,0,1,0,0
chekear,1,0,0,1,0
chekechy,1,0,1,0,0
cheked,2,0,1,1,0
chekedy,4,0,4,0,0
chekeeal,1,0,1,0,0
chekeedy,4,0,4,0,0
chekeek,1,0,1,0,0
chekeen,1,0,1,0,0
chekeesshy,1,0,0,1,0
chekeey,6,0,6,0,0
chekeg,1,0,0,1,0
chekeo,1,0,1,0,0
chekeoar,1,0,1,0,0
chekeod,1,0,0,1,0
chekeody,1,0,1,0,0
chekeol,2,0,2,0,0
chekeor,1,0,1,0,0
chekes,1,0,1,0,0
chekey,7,0,7,0,0
chekeys,1,0,0,1,0
chekhol,1,0,1,0,0
chekl,1,0,1,0,0
chekody,3,0,1,2,0
chekol,3,0,2,1,0
chekor,1,0,1,0,0
cheky,65,0,57,8,0
chelal,1,0,1,0,0
chem,1,0,1,0,0
cheo,65,1,64,0,0
cheoaiin,2,0,2,0,0
cheoain,1,0,1,0,0
cheoal,2,1,1,0,0
cheoar,5,0,5,0,0
cheock,1,0,1,0,0
cheockhdy,1,1,0,0,0
cheockhedchy,1,0,1,0,0
cheockhey,2,0,2,0,0
cheockhy,10,0,9,1,0
cheocphey,1,0,1,0,0
cheocphy,1,0,1,0,0
cheocthedy,1,0,1,0,0
cheoctheey,1,0,1,0,0
cheocthey,1,0,1,0,0
cheocthy,5,0,4,0,1
cheod,5,0,5,0,0
cheoda,1,0,1,0,0
cheodaiiin,1,0,1,0,0
cheodaiin,11,1,8,2,0
cheodaiir,1,0,1,0,0
cheodain,8,1,6,1,0
cheodal,7,0,7,0,0
cheodalol,1,0,0,1,0
cheodam,2,0,0,2,0
cheodar,4,0,4,0,0
cheodchy,1,1,0,0,0
cheodeeey,1,0,1,0,0
cheodeey,1,0,1,0,0
cheodkedy,1,0,1,0,0
cheodl,1,0,1,0,0
cheodoiidaiin,1,0,0,1,0
cheodor,2,0,2,0,0
cheody,89,1,74,12,2
cheoe,1,0,0,1,0
cheoees,1,0,1,0,0
cheoekar,1,0,1,0,0
cheoekcy,1,0,0,0,1
cheoekeey,1,0,1,0,0
cheoekey,1,0,1,0,0
cheoepey,1,0,1,0,0
cheoepy,1,0,0,0,1
cheoet,1,0,1,0,0
cheoiees,1,0,1,0,0
cheok,2,0,2,0,0
cheokaidy,1,0,1,0,0
cheokaiim,1,0,0,1,0
cheokaiin,2,0,2,0,0
cheokain,4,0,4,0,0
cheokal,2,0,2,0,0
cheokaly,1,0,0,1,0
cheokam,2,0,0,2,0
cheokar,1,0,1,0,0
cheokcheo,1,0,1,0,0
cheokchet,1,0,1,0,0
cheokchey,1,0,1,0,0
cheokchy,1,0,1,0,0
cheokeain,1,0,1,0,0
cheokedy,2,0,2,0,0
cheokeeo,2,0,2,0,0
cheokeeos,1,0,1,0,0
cheokeey,5,0,4,1,0
cheokeo,1,0,1,0,0
cheokeodal,1,0,1,0,0
cheokeol,2,0,2,0,0
cheokeos,1,0,1,0,0
cheokey,3,0,3,0,0
cheokor,1,0,1,0,0
cheokorchey,1,0,1,0,0
cheoky,10,0,9,1,0
cheol,173,7,161,5,0
cheolaiin,1,0,1,0,0
cheolchal,1,0,1,0,0
cheolchcthy,1,0,0,1,0
cheolchdaiin,1,0,1,0,0
cheolchdy,1,0,1,0,0
cheolchey,1,0,1,0,0
cheoldain,1,0,1,0,0
cheoldy,5,0,4,1,0
cheolkain,1,0,1,0,0
cheolkary,1,0,0,1,0
cheolkedy,1,0,1,0,0
cheolkeedy,2,0,1,1,0
cheolkeepchy,1,0,0,1,0
cheolkeey,1,0,1,0,0
cheolky,1,0,1,0,0
cheolor,2,0,2,0,0
cheolpy,1,0,0,0,1
cheols,3,0,3,0,0
cheolshy,1,0,1,0,0
cheoltain,1,0,1,0,0
cheoltar,1,0,1,0,0
cheoltchedaiin,1,0,1,0,0
cheoltey,1,0,1,0,0
cheoly,5,0,4,1,0
cheom,10,0,4,6,0
cheomam,1,0,0,1,0
cheooky,1,0,1,0,0
cheoor,1,0,1,0,0
cheop,1,0,1,0,0
cheopaiin,1,0,1,0,0
cheopcheod,1,0,1,0,0
cheopolteeedy,1,0,1,0,0
cheopor,1,0,1,0,0
cheopy,1,0,1,0,0
cheor,100,3,93,3,1
cheoral,1,0,1,0,0
cheoram,1,0,0,1,0
cheorol,2,0,1,0,1
cheory,3,0,2,1,0
cheos,33,1,31,1,0
cheosaiin,1,0,0,1,0
cheosdy,1,0,0,0,1
cheoseesey,1,0,1,0,0
cheot,1,0,1,0,0
cheotaiin,1,0,1,0,0
cheotain,1,0,1,0,0
cheotam,1,0,0,1,0
cheotar,1,0,1,0,0
cheotchar,1,0,1,0,0
cheotchey,1,0,1,0,0
cheotchy,1,0,0,0,1
cheotdaiin,1,0,1,0,0
cheoteeo,1,0,1,0,0
cheoteeodal,1,0,1,0,0
cheoteey,1,0,1,0,0
cheotey,2,0,2,0,0
cheotol,2,0,2,0,0
cheoty,5,0,5,0,0
cheotydy,1,0,0,1,0
cheoy,4,0,4,0,0
chep,4,0,4,0,0
chepaiin,1,0,1,0,0
chepakeo,1,0,0,1,0
chepar,4,0,4,0,0
chepcham,1,0,1,0,0
chepchar,1,0,0,1,0
chepchdy,1,0,1,0,0
chepched,1,0,1,0,0
chepchedy,2,0,2,0,0
chepchees,1,0,1,0,0
chepchefy,1,0,1,0,0
chepcheol,1,0,0,1,0
chepchey,2,0,2,0,0
chepchx,1,0,1,0,0
chepchy,4,0,4,0,0
chepol,1,0,1,0,0
chepy,7,0,7,0,0
cher,5,0,5,0,0
chery,1,0,1,0,0
ches,36,0,34,2,0
chesckhy,1,0,1,0,0
chese,1,0,1,0,0
chesey,1,0,1,0,0
cheshy,1,0,1,0,0
chesokeeoteody,1,0,1,0,0
chess,1,0,1,0,0
chesy,3,0,3,0,0
chet,1,0,1,0,0
chetaiin,3,0,2,1,0
chetain,5,0,4,1,0
chetal,1,0,0,1,0
chetalshy,1,0,1,0,0
chetam,1,0,0,1,0
chetan,1,0,1,0,0
chetar,6,1,5,0,0
chetas,1,0,1,0,0
chetchaiin,1,0,0,1,0
chetchdy,1,0,1,0,0
chetchey,1,0,1,0,0
chetcho,1,0,1,0,0
chetchody,1,0,1,0,0
chetchy,4,0,4,0,0
chetdy,1,0,1,0,0
chetedar,1,0,1,0,0
chetedy,3,0,3,0,0
cheteedy,1,0,1,0,0
cheteeeosaiin,1,0,1,0,0
cheteey,3,0,3,0,0
chetegy,1,0,1,0,0
chetesescher,1,0,1,0,0
chetey,5,0,4,1,0
chetody,2,0,2,0,0
chetolain,1,0,1,0,0
chetshedy,1,0,1,0,0
chetshy,1,0,1,0,0
chety,25,0,23,2,0
chey,344,5,320,19,0
cheyd,1,0,1,0,0
cheykaiin,1,0,1,0,0
cheykain,1,0,1,0,0
cheykechey,1,0,1,0,0
cheykedy,1,0,1,0,0
cheykeeed,1,0,1,0,0
cheykeeoy,1,0,1,0,0
cheykey,1,0,0,1,0
cheyky,3,0,3,0,0
cheyl,1,0,0,1,0
cheyor,1,0,0,1,0
cheys,1,0,0,0,1
cheytal,1,0,0,1,0
cheytey,1,0,1,0,0
cheyty,1,0,1,0,0
chfaiin,1,0,1,0,0
chfaikch,1,0,1,0,0
chfaly,1,0,0,0,1
chfchol,1,0,1,0,0
chforaiin,1,0,1,0,0
chhy,1,0,1,0,0
chiin,1,0,1,0,0
chk,1,0,1,0,0
chka,1,0,1,0,0
chkaidararal,1,0,1,0,0
chkaiin,18,1,14,3,0
chkain,12,0,11,1,0
chkal,13,0,13,0,0
chkalar,1,0,1,0,0
chkalchy,1,0,1,0,0
chkaly,2,0,2,0,0
chkam,3,0,1,2,0
chkar,12,0,11,1,0
chkarol,1,0,1,0,0
chkas,1,0,1,0,0
chkchdar,1,0,0,0,1
chkchean,1,0,1,0,0
chkchedaram,1,0,0,1,0
chkcheean,1,0,1,0,0
chkchod,1,0,1,0,0
chkchody,1,0,0,1,0
chkchol,3,0,3,0,0
chkchory,1,0,0,1,0
chkchy,6,0,6,0,0
chkchykoly,1,0,0,0,1
chkdain,1,0,1,0,0
chkeaiin,1,0,1,0,0
chkear,1,0,0,1,0
chkedy,5,0,5,0,0
chkeeal,1,0,1,0,0
chkeedy,2,0,1,1,0
chkeeey,1,0,1,0,0
chkeeody,1,0,1,0,0
chkeey,13,1,11,1,0
chkeody,1,0,1,0,0
chkeor,1,0,1,0,0
chkey,8,0,8,0,0
chko,1,0,1,0,0
chkodal,1,0,0,1,0
chkol,3,0,3,0,0
chkoldy,2,0,2,0,0
chkor,1,0,1,0,0
chkorchy,1,0,1,0,0
